,atm_name,weekday,festival_religion,working_day,holiday_sequence,trans_date_set,trans_month,prevweek_mean,total_amount_withdrawn,timestamp
1465,Mount Road ATM,FRIDAY,NH,W,WWH,6,1,509929.0,924400,1465
1466,Mount Road ATM,SATURDAY,NH,H,WHH,7,1,509929.0,974800,1466
1467,Mount Road ATM,SUNDAY,NH,H,HHW,1,2,509929.0,507400,1467
1468,Mount Road ATM,MONDAY,NH,W,HWW,1,2,700629.0,825500,1468
1469,Mount Road ATM,TUESDAY,NH,W,WWW,1,2,700629.0,1063600,1469
1470,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,2,700629.0,902100,1470
1471,Mount Road ATM,THURSDAY,NH,W,WWW,1,2,700629.0,1036600,1471
1472,Mount Road ATM,FRIDAY,NH,W,WWH,2,2,700629.0,967400,1472
1473,Mount Road ATM,SATURDAY,NH,H,WHH,2,2,700629.0,865900,1473
1474,Mount Road ATM,SUNDAY,NH,H,HHW,2,2,700629.0,571200,1474
1475,Mount Road ATM,MONDAY,NH,W,HWW,2,2,890329.0,676000,1475
1476,Mount Road ATM,TUESDAY,NH,W,WWW,2,2,890329.0,790700,1476
1477,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,2,890329.0,733800,1477
1478,Mount Road ATM,THURSDAY,NH,W,WWW,3,2,890329.0,726700,1478
1479,Mount Road ATM,FRIDAY,NH,W,WWH,3,2,890329.0,519700,1479
1480,Mount Road ATM,SATURDAY,NH,H,WHH,3,2,890329.0,888800,1480
1481,Mount Road ATM,SUNDAY,NH,H,HHW,3,2,890329.0,473600,1481
1482,Mount Road ATM,MONDAY,NH,W,HWW,4,2,687043.0,572500,1482
1483,Mount Road ATM,TUESDAY,NH,W,WWW,4,2,687043.0,486200,1483
1484,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,2,687043.0,829700,1484
1485,Mount Road ATM,THURSDAY,NH,W,WWW,4,2,687043.0,664100,1485
1486,Mount Road ATM,FRIDAY,NH,W,WWH,4,2,687043.0,626000,1486
1487,Mount Road ATM,SATURDAY,NH,H,WHH,5,2,687043.0,636400,1487
1488,Mount Road ATM,SUNDAY,NH,H,HHW,5,2,687043.0,225900,1488
1489,Mount Road ATM,MONDAY,NH,W,HWW,5,2,577258.0,668100,1489
1490,Mount Road ATM,TUESDAY,NH,W,WWW,5,2,577258.0,467000,1490
1491,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,2,577258.0,599700,1491
1492,Mount Road ATM,THURSDAY,NH,W,WWW,6,2,577258.0,547300,1492
1493,Mount Road ATM,FRIDAY,NH,W,WWH,6,2,577258.0,802900,1493
1494,Mount Road ATM,SATURDAY,NH,H,WHH,6,2,577258.0,819400,1494
1495,Mount Road ATM,SUNDAY,NH,H,HHW,1,3,577258.0,934900,1495
1496,Mount Road ATM,MONDAY,NH,W,HWW,1,3,691329.0,1058300,1496
1497,Mount Road ATM,TUESDAY,NH,W,WWW,1,3,691329.0,981800,1497
1498,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,3,691329.0,1118800,1498
1499,Mount Road ATM,THURSDAY,NH,W,WWW,1,3,691329.0,1017200,1499
1500,Mount Road ATM,FRIDAY,NH,W,WWH,2,3,691329.0,603900,1500
1501,Mount Road ATM,SATURDAY,NH,H,WHH,2,3,691329.0,789900,1501
1502,Mount Road ATM,SUNDAY,NH,H,HHW,2,3,691329.0,463000,1502
1503,Mount Road ATM,MONDAY,NH,W,HWW,2,3,861843.0,758000,1503
1504,Mount Road ATM,TUESDAY,NH,W,WWW,2,3,861843.0,675900,1504
1505,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,3,861843.0,918200,1505
1506,Mount Road ATM,THURSDAY,NH,W,WWW,3,3,861843.0,653500,1506
1507,Mount Road ATM,FRIDAY,NH,W,WWH,3,3,861843.0,740300,1507
1508,Mount Road ATM,SATURDAY,NH,H,WHH,3,3,861843.0,848800,1508
1509,Mount Road ATM,SUNDAY,NH,H,HHW,3,3,861843.0,489400,1509
1510,Mount Road ATM,MONDAY,NH,W,HWW,4,3,726300.0,505600,1510
1511,Mount Road ATM,TUESDAY,NH,W,WWW,4,3,726300.0,634500,1511
1512,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,3,726300.0,734000,1512
1513,Mount Road ATM,THURSDAY,NH,W,WWW,4,3,726300.0,606600,1513
1514,Mount Road ATM,FRIDAY,NH,W,WWH,4,3,726300.0,766900,1514
1515,Mount Road ATM,SATURDAY,H,H,WHH,5,3,726300.0,738900,1515
1516,Mount Road ATM,SUNDAY,NH,H,HHW,5,3,726300.0,317800,1516
1517,Mount Road ATM,MONDAY,NH,W,HWW,5,3,614900.0,480400,1517
1518,Mount Road ATM,TUESDAY,NH,W,WWW,5,3,614900.0,528300,1518
1519,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,3,614900.0,772800,1519
1520,Mount Road ATM,THURSDAY,NH,W,WWW,6,3,614900.0,591600,1520
1521,Mount Road ATM,FRIDAY,NH,W,WWH,6,3,614900.0,412900,1521
1522,Mount Road ATM,SATURDAY,NH,H,WHH,6,3,614900.0,560400,1522
1523,Mount Road ATM,SUNDAY,NH,H,HHW,6,3,614900.0,408300,1523
1524,Mount Road ATM,MONDAY,NH,W,HWW,6,3,536386.0,748200,1524
1525,Mount Road ATM,TUESDAY,NH,W,WWW,7,3,536386.0,811800,1525
1526,Mount Road ATM,WEDNESDAY,NH,W,WWH,1,4,536386.0,720400,1526
1527,Mount Road ATM,THURSDAY,H,H,WHH,1,4,536386.0,717400,1527
1528,Mount Road ATM,FRIDAY,C,H,HHH,1,4,536386.0,289900,1528
1529,Mount Road ATM,SATURDAY,NH,H,HHH,1,4,536386.0,475600,1529
1530,Mount Road ATM,SUNDAY,NH,H,HHW,1,4,536386.0,588100,1530
1531,Mount Road ATM,MONDAY,NH,W,HWW,2,4,621629.0,992900,1531
1532,Mount Road ATM,TUESDAY,NH,W,WWW,2,4,621629.0,390000,1532
1533,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,4,621629.0,1251800,1533
1534,Mount Road ATM,THURSDAY,NH,W,WWW,2,4,621629.0,828400,1534
1535,Mount Road ATM,FRIDAY,NH,W,WWH,2,4,621629.0,880600,1535
1536,Mount Road ATM,SATURDAY,NH,H,WHH,3,4,621629.0,604300,1536
1537,Mount Road ATM,SUNDAY,NH,H,HHW,3,4,621629.0,448700,1537
1538,Mount Road ATM,MONDAY,NH,W,HWH,3,4,770958.0,553100,1538
1539,Mount Road ATM,TUESDAY,H,H,WHW,3,4,770958.0,336500,1539
1540,Mount Road ATM,WEDNESDAY,NH,W,HWW,3,4,770958.0,633500,1540
1541,Mount Road ATM,THURSDAY,NH,W,WWW,4,4,770958.0,545900,1541
1542,Mount Road ATM,FRIDAY,NH,W,WWH,4,4,770958.0,564800,1542
1543,Mount Road ATM,SATURDAY,NH,H,WHH,4,4,770958.0,765100,1543
1544,Mount Road ATM,SUNDAY,NH,H,HHW,4,4,770958.0,323000,1544
1545,Mount Road ATM,MONDAY,NH,W,HWW,4,4,531700.0,717400,1545
1546,Mount Road ATM,TUESDAY,NH,W,WWW,5,4,531700.0,1042600,1546
1547,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,4,531700.0,506300,1547
1548,Mount Road ATM,THURSDAY,NH,W,WWW,5,4,531700.0,443300,1548
1549,Mount Road ATM,FRIDAY,NH,W,WWH,5,4,531700.0,560900,1549
1550,Mount Road ATM,SATURDAY,NH,H,WHH,5,4,531700.0,652300,1550
1551,Mount Road ATM,SUNDAY,NH,H,HHW,6,4,531700.0,419700,1551
1552,Mount Road ATM,MONDAY,NH,W,HWW,6,4,620358.0,728100,1552
1553,Mount Road ATM,TUESDAY,NH,W,WWW,6,4,620358.0,635000,1553
1554,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,4,620358.0,734500,1554
1555,Mount Road ATM,THURSDAY,NH,W,WWH,6,4,620358.0,645600,1555
1556,Mount Road ATM,FRIDAY,N,H,WHH,1,5,620358.0,572500,1556
1557,Mount Road ATM,SATURDAY,NH,H,HHH,1,5,620358.0,1085900,1557
1558,Mount Road ATM,SUNDAY,NH,H,HHW,1,5,620358.0,63700,1558
1559,Mount Road ATM,MONDAY,NH,W,HWW,1,5,637900.0,929100,1559
1560,Mount Road ATM,TUESDAY,NH,W,WWW,1,5,637900.0,1079200,1560
1561,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,5,637900.0,1187200,1561
1562,Mount Road ATM,THURSDAY,NH,W,WWW,2,5,637900.0,952700,1562
1563,Mount Road ATM,FRIDAY,NH,W,WWH,2,5,637900.0,893900,1563
1564,Mount Road ATM,SATURDAY,NH,H,WHH,2,5,637900.0,738600,1564
1565,Mount Road ATM,SUNDAY,NH,H,HHW,2,5,637900.0,529700,1565
1566,Mount Road ATM,MONDAY,NH,W,HWW,3,5,901486.0,427700,1566
1567,Mount Road ATM,TUESDAY,NH,W,WWW,3,5,901486.0,781800,1567
1568,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,5,901486.0,714000,1568
1569,Mount Road ATM,THURSDAY,NH,W,WWW,3,5,901486.0,585400,1569
1570,Mount Road ATM,FRIDAY,NH,W,WWH,3,5,901486.0,592300,1570
1571,Mount Road ATM,SATURDAY,NH,H,WHH,4,5,901486.0,721100,1571
1572,Mount Road ATM,SUNDAY,NH,H,HHW,4,5,901486.0,455400,1572
1573,Mount Road ATM,MONDAY,NH,W,HWW,4,5,611100.0,354500,1573
1574,Mount Road ATM,TUESDAY,NH,W,WWW,4,5,611100.0,644000,1574
1575,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,5,611100.0,372000,1575
1576,Mount Road ATM,THURSDAY,NH,W,WWW,5,5,611100.0,480200,1576
1577,Mount Road ATM,FRIDAY,NH,W,WWH,5,5,611100.0,569100,1577
1578,Mount Road ATM,SATURDAY,NH,H,WHH,5,5,611100.0,702800,1578
1579,Mount Road ATM,SUNDAY,NH,H,HHW,5,5,611100.0,545400,1579
1580,Mount Road ATM,MONDAY,NH,W,HWW,5,5,524000.0,539100,1580
1581,Mount Road ATM,TUESDAY,NH,W,WWW,6,5,524000.0,472200,1581
1582,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,5,524000.0,831600,1582
1583,Mount Road ATM,THURSDAY,NH,W,WWW,6,5,524000.0,716300,1583
1584,Mount Road ATM,FRIDAY,NH,W,WWH,6,5,524000.0,294500,1584
1585,Mount Road ATM,SATURDAY,NH,H,WHH,6,5,524000.0,871800,1585
1586,Mount Road ATM,SUNDAY,NH,H,HHW,7,5,524000.0,502900,1586
1587,Mount Road ATM,MONDAY,NH,W,HWW,1,6,604058.0,54300,1587
1588,Mount Road ATM,TUESDAY,NH,W,WWW,1,6,604058.0,447700,1588
1589,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,6,604058.0,933700,1589
1590,Mount Road ATM,THURSDAY,NH,W,WWW,1,6,604058.0,1034200,1590
1591,Mount Road ATM,FRIDAY,NH,W,WWH,1,6,604058.0,481300,1591
1592,Mount Road ATM,SATURDAY,NH,H,WHH,2,6,604058.0,619500,1592
1593,Mount Road ATM,SUNDAY,NH,H,HHW,2,6,604058.0,155100,1593
1594,Mount Road ATM,MONDAY,NH,W,HWW,2,6,532258.0,596200,1594
1595,Mount Road ATM,TUESDAY,NH,W,WWW,2,6,532258.0,494300,1595
1596,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,6,532258.0,161000,1596
1597,Mount Road ATM,THURSDAY,NH,W,WWW,3,6,532258.0,702100,1597
1598,Mount Road ATM,FRIDAY,NH,W,WWH,3,6,532258.0,447500,1598
1599,Mount Road ATM,SATURDAY,NH,H,WHH,3,6,532258.0,229000,1599
1600,Mount Road ATM,SUNDAY,NH,H,HHW,3,6,532258.0,347300,1600
1601,Mount Road ATM,MONDAY,NH,W,HWW,3,6,425343.0,482100,1601
1602,Mount Road ATM,TUESDAY,NH,W,WWW,4,6,425343.0,707100,1602
1603,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,6,425343.0,507800,1603
1604,Mount Road ATM,THURSDAY,NH,W,WWW,4,6,425343.0,461700,1604
1605,Mount Road ATM,FRIDAY,NH,W,WWH,4,6,425343.0,357100,1605
1606,Mount Road ATM,SATURDAY,NH,H,WHH,4,6,425343.0,556200,1606
1607,Mount Road ATM,SUNDAY,NH,H,HHW,5,6,425343.0,310500,1607
1608,Mount Road ATM,MONDAY,NH,W,HWW,5,6,483215.0,465000,1608
1609,Mount Road ATM,TUESDAY,NH,W,WWW,5,6,483215.0,267500,1609
1610,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,6,483215.0,685800,1610
1611,Mount Road ATM,THURSDAY,NH,W,WWW,5,6,483215.0,528000,1611
1612,Mount Road ATM,FRIDAY,NH,W,WWH,6,6,483215.0,571000,1612
1613,Mount Road ATM,SATURDAY,NH,H,WHH,6,6,483215.0,711400,1613
1614,Mount Road ATM,SUNDAY,NH,H,HHW,6,6,483215.0,441000,1614
1615,Mount Road ATM,MONDAY,NH,W,HWW,6,6,524243.0,499900,1615
1616,Mount Road ATM,TUESDAY,NH,W,WWW,6,6,524243.0,698400,1616
1617,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,7,524243.0,673800,1617
1618,Mount Road ATM,THURSDAY,NH,W,WWW,1,7,524243.0,769800,1618
1619,Mount Road ATM,FRIDAY,NH,W,WWH,1,7,524243.0,381300,1619
1620,Mount Road ATM,SATURDAY,NH,H,WHH,1,7,524243.0,930900,1620
1621,Mount Road ATM,SUNDAY,NH,H,HHW,1,7,524243.0,388700,1621
1622,Mount Road ATM,MONDAY,NH,W,HWW,2,7,620400.0,937300,1622
1623,Mount Road ATM,TUESDAY,NH,W,WWW,2,7,620400.0,863200,1623
1624,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,7,620400.0,1008600,1624
1625,Mount Road ATM,THURSDAY,NH,W,WWW,2,7,620400.0,783800,1625
1626,Mount Road ATM,FRIDAY,NH,W,WWH,2,7,620400.0,649500,1626
1627,Mount Road ATM,SATURDAY,NH,H,WHH,3,7,620400.0,604000,1627
1628,Mount Road ATM,SUNDAY,NH,H,HHW,3,7,620400.0,455400,1628
1629,Mount Road ATM,MONDAY,NH,W,HWW,3,7,757400.0,606800,1629
1630,Mount Road ATM,TUESDAY,NH,W,WWW,3,7,757400.0,513600,1630
1631,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,7,757400.0,540900,1631
1632,Mount Road ATM,THURSDAY,NH,W,WWW,4,7,757400.0,172500,1632
1633,Mount Road ATM,FRIDAY,NH,W,WWH,4,7,757400.0,585500,1633
1634,Mount Road ATM,SATURDAY,M,H,WHH,4,7,757400.0,336400,1634
1635,Mount Road ATM,MONDAY,NH,W,HWW,4,7,459284.0,458300,1635
1636,Mount Road ATM,TUESDAY,NH,W,WWW,5,7,459284.0,620400,1636
1637,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,7,459284.0,534100,1637
1638,Mount Road ATM,THURSDAY,NH,W,WWW,5,7,459284.0,630400,1638
1639,Mount Road ATM,FRIDAY,NH,W,WWH,5,7,459284.0,438500,1639
1640,Mount Road ATM,SATURDAY,NH,H,WHH,5,7,459284.0,883600,1640
1641,Mount Road ATM,SUNDAY,NH,H,HHW,6,7,459284.0,418900,1641
1642,Mount Road ATM,MONDAY,NH,W,HWW,6,7,569172.0,478700,1642
1643,Mount Road ATM,TUESDAY,NH,W,WWW,6,7,569172.0,499600,1643
1644,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,7,569172.0,759000,1644
1645,Mount Road ATM,THURSDAY,NH,W,WWH,6,7,569172.0,315200,1645
1646,Mount Road ATM,FRIDAY,NH,W,WWH,7,7,569172.0,585300,1646
1647,Mount Road ATM,SATURDAY,NH,H,WHH,1,8,569172.0,941600,1647
1648,Mount Road ATM,SUNDAY,NH,H,HHW,1,8,569172.0,810400,1648
1649,Mount Road ATM,MONDAY,NH,W,HWW,1,8,627115.0,960200,1649
1650,Mount Road ATM,TUESDAY,NH,W,WWW,1,8,627115.0,479000,1650
1651,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,8,627115.0,217000,1651
1652,Mount Road ATM,THURSDAY,NH,W,WWW,2,8,627115.0,958500,1652
1653,Mount Road ATM,FRIDAY,NH,W,WWH,2,8,627115.0,651000,1653
1654,Mount Road ATM,SATURDAY,NH,H,WHH,2,8,627115.0,756800,1654
1655,Mount Road ATM,SUNDAY,NH,H,HHW,2,8,627115.0,589900,1655
1656,Mount Road ATM,MONDAY,NH,W,HWW,2,8,658915.0,667400,1656
1657,Mount Road ATM,TUESDAY,NH,W,WWW,3,8,658915.0,679900,1657
1658,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,8,658915.0,598500,1658
1659,Mount Road ATM,THURSDAY,NH,W,WWW,3,8,658915.0,473700,1659
1660,Mount Road ATM,FRIDAY,NH,W,WWH,3,8,658915.0,624000,1660
1661,Mount Road ATM,SATURDAY,N,H,WHH,3,8,658915.0,571300,1661
1662,Mount Road ATM,SUNDAY,NH,H,HHW,4,8,658915.0,245900,1662
1663,Mount Road ATM,MONDAY,NH,W,HWW,4,8,551529.0,690200,1663
1664,Mount Road ATM,TUESDAY,NH,W,WWW,4,8,551529.0,602000,1664
1665,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,8,551529.0,860600,1665
1666,Mount Road ATM,THURSDAY,NH,W,WWW,4,8,551529.0,448200,1666
1667,Mount Road ATM,FRIDAY,NH,W,WWH,5,8,551529.0,477800,1667
1668,Mount Road ATM,SATURDAY,NH,H,WHH,5,8,551529.0,670200,1668
1669,Mount Road ATM,SUNDAY,NH,H,HHW,5,8,551529.0,230100,1669
1670,Mount Road ATM,MONDAY,NH,W,HWW,5,8,568443.0,541800,1670
1671,Mount Road ATM,TUESDAY,NH,W,WWW,5,8,568443.0,554400,1671
1672,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,8,568443.0,632000,1672
1673,Mount Road ATM,THURSDAY,NH,W,WWW,6,8,568443.0,659000,1673
1674,Mount Road ATM,FRIDAY,NH,W,WWH,6,8,568443.0,531800,1674
1675,Mount Road ATM,SATURDAY,NH,H,WHH,6,8,568443.0,493200,1675
1676,Mount Road ATM,SUNDAY,NH,H,HHW,6,8,568443.0,649100,1676
1677,Mount Road ATM,MONDAY,NH,W,HWW,7,8,580186.0,557200,1677
1678,Mount Road ATM,TUESDAY,NH,W,WWW,1,9,580186.0,874500,1678
1679,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,9,580186.0,771400,1679
1680,Mount Road ATM,THURSDAY,NH,W,WWW,1,9,580186.0,1059300,1680
1681,Mount Road ATM,FRIDAY,NH,W,WWH,1,9,580186.0,558200,1681
1682,Mount Road ATM,SATURDAY,H,H,WHH,1,9,580186.0,879400,1682
1683,Mount Road ATM,SUNDAY,NH,H,HHW,2,9,580186.0,474300,1683
1684,Mount Road ATM,MONDAY,NH,W,HWW,2,9,739186.0,1256600,1684
1685,Mount Road ATM,TUESDAY,NH,W,WWW,2,9,739186.0,493400,1685
1686,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,9,739186.0,582200,1686
1687,Mount Road ATM,THURSDAY,NH,W,WWW,2,9,739186.0,752800,1687
1688,Mount Road ATM,FRIDAY,NH,W,WWH,3,9,739186.0,470200,1688
1689,Mount Road ATM,SATURDAY,NH,H,WHH,3,9,739186.0,697100,1689
1690,Mount Road ATM,SUNDAY,NH,H,HHW,3,9,739186.0,356800,1690
1691,Mount Road ATM,MONDAY,NH,W,HWW,3,9,658443.0,642400,1691
1692,Mount Road ATM,TUESDAY,NH,W,WWW,3,9,658443.0,756300,1692
1693,Mount Road ATM,WEDNESDAY,NH,W,WWH,4,9,658443.0,732500,1693
1694,Mount Road ATM,THURSDAY,H,H,WHW,4,9,658443.0,420500,1694
1695,Mount Road ATM,FRIDAY,NH,W,HWH,4,9,658443.0,469900,1695
1696,Mount Road ATM,SATURDAY,NH,H,WHH,4,9,658443.0,664000,1696
1697,Mount Road ATM,SUNDAY,NH,H,HHW,4,9,658443.0,472900,1697
1698,Mount Road ATM,MONDAY,NH,W,HWW,5,9,594072.0,582800,1698
1699,Mount Road ATM,TUESDAY,NH,W,WWW,5,9,594072.0,517500,1699
1700,Mount Road ATM,WEDNESDAY,NH,W,WWH,5,9,594072.0,533800,1700
1701,Mount Road ATM,THURSDAY,M,H,WHW,5,9,594072.0,480500,1701
1702,Mount Road ATM,FRIDAY,NH,W,HWH,5,9,594072.0,744000,1702
1703,Mount Road ATM,SATURDAY,NH,H,WHH,6,9,594072.0,579300,1703
1704,Mount Road ATM,SUNDAY,NH,H,HHW,6,9,594072.0,328100,1704
1705,Mount Road ATM,MONDAY,NH,W,HWW,6,9,538000.0,801000,1705
1706,Mount Road ATM,TUESDAY,NH,W,WWW,6,9,538000.0,670300,1706
1707,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,9,538000.0,549600,1707
1708,Mount Road ATM,THURSDAY,NH,W,WWH,1,10,538000.0,890800,1708
1709,Mount Road ATM,FRIDAY,N,H,WHH,1,10,538000.0,544400,1709
1710,Mount Road ATM,SATURDAY,NH,H,HHH,1,10,538000.0,1040300,1710
1711,Mount Road ATM,SUNDAY,NH,H,HHW,1,10,538000.0,433300,1711
1712,Mount Road ATM,MONDAY,NH,W,HWW,1,10,704243.0,1410700,1712
1713,Mount Road ATM,TUESDAY,NH,W,WWW,2,10,704243.0,1134300,1713
1714,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,10,704243.0,1023300,1714
1715,Mount Road ATM,THURSDAY,NH,W,WWW,2,10,704243.0,1032600,1715
1716,Mount Road ATM,FRIDAY,NH,W,WWH,2,10,704243.0,618700,1716
1717,Mount Road ATM,SATURDAY,NH,H,WHH,2,10,704243.0,943300,1717
1718,Mount Road ATM,SUNDAY,NH,H,HHW,3,10,704243.0,672600,1718
1719,Mount Road ATM,MONDAY,NH,W,HWW,3,10,976500.0,981000,1719
1720,Mount Road ATM,TUESDAY,NH,W,WWW,3,10,976500.0,858300,1720
1721,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,10,976500.0,694100,1721
1722,Mount Road ATM,THURSDAY,NH,W,WWW,3,10,976500.0,771900,1722
1723,Mount Road ATM,FRIDAY,NH,W,WWH,4,10,976500.0,488900,1723
1724,Mount Road ATM,SATURDAY,NH,H,WHH,4,10,976500.0,833200,1724
1725,Mount Road ATM,SUNDAY,NH,H,HHW,4,10,976500.0,476800,1725
1726,Mount Road ATM,MONDAY,NH,W,HWW,4,10,729172.0,686100,1726
1727,Mount Road ATM,TUESDAY,NH,W,WWH,4,10,729172.0,512800,1727
1728,Mount Road ATM,WEDNESDAY,H,H,WHH,5,10,729172.0,610900,1728
1729,Mount Road ATM,THURSDAY,H,H,HHH,5,10,729172.0,554100,1729
1730,Mount Road ATM,FRIDAY,M,H,HHH,5,10,729172.0,447600,1730
1731,Mount Road ATM,SATURDAY,NH,H,HHH,5,10,729172.0,702900,1731
1732,Mount Road ATM,SUNDAY,NH,H,HHW,5,10,729172.0,476200,1732
1733,Mount Road ATM,MONDAY,NH,W,HWW,6,10,570086.0,565400,1733
1734,Mount Road ATM,TUESDAY,NH,W,WWW,6,10,570086.0,516200,1734
1735,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,10,570086.0,543700,1735
1736,Mount Road ATM,THURSDAY,NH,W,WWW,6,10,570086.0,640600,1736
1737,Mount Road ATM,FRIDAY,NH,W,WWH,6,10,570086.0,693700,1737
1738,Mount Road ATM,SATURDAY,NH,H,WHH,7,10,570086.0,1047500,1738
1739,Mount Road ATM,SUNDAY,NH,H,HHW,1,11,570086.0,782600,1739
1740,Mount Road ATM,MONDAY,NH,W,HWW,1,11,684243.0,827000,1740
1741,Mount Road ATM,TUESDAY,NH,W,WWW,1,11,684243.0,1004400,1741
1742,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,11,684243.0,1084500,1742
1743,Mount Road ATM,THURSDAY,NH,W,WWW,1,11,684243.0,943100,1743
1744,Mount Road ATM,FRIDAY,NH,W,WWH,2,11,684243.0,993500,1744
1745,Mount Road ATM,SATURDAY,NH,H,WHH,2,11,684243.0,1075500,1745
1746,Mount Road ATM,SUNDAY,NH,H,HHW,2,11,684243.0,347600,1746
1747,Mount Road ATM,MONDAY,NH,W,HWH,2,11,896515.0,614500,1747
1748,Mount Road ATM,TUESDAY,H,H,WHW,2,11,896515.0,239900,1748
1749,Mount Road ATM,WEDNESDAY,NH,W,HWW,3,11,896515.0,405600,1749
1750,Mount Road ATM,THURSDAY,NH,W,WWW,3,11,896515.0,714300,1750
1751,Mount Road ATM,FRIDAY,NH,W,WWH,3,11,896515.0,262400,1751
1752,Mount Road ATM,SATURDAY,NH,H,WHH,3,11,896515.0,361500,1752
1753,Mount Road ATM,SUNDAY,NH,H,HHW,3,11,896515.0,57400,1753
1754,Mount Road ATM,MONDAY,NH,W,HWW,4,11,379372.0,371000,1754
1755,Mount Road ATM,TUESDAY,NH,W,WWW,4,11,379372.0,759000,1755
1756,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,11,379372.0,430700,1756
1757,Mount Road ATM,THURSDAY,NH,W,WWW,4,11,379372.0,464900,1757
1758,Mount Road ATM,FRIDAY,NH,W,WWH,4,11,379372.0,68100,1758
1759,Mount Road ATM,SATURDAY,NH,H,WHH,5,11,379372.0,471500,1759
1760,Mount Road ATM,SUNDAY,NH,H,HHH,5,11,379372.0,305000,1760
1761,Mount Road ATM,MONDAY,M,H,HHW,5,11,410029.0,218100,1761
1762,Mount Road ATM,TUESDAY,NH,W,HWW,5,11,410029.0,470300,1762
1763,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,11,410029.0,396800,1763
1764,Mount Road ATM,THURSDAY,NH,W,WWW,6,11,410029.0,444200,1764
1765,Mount Road ATM,FRIDAY,NH,W,WWH,6,11,410029.0,208100,1765
1766,Mount Road ATM,SATURDAY,NH,H,WHH,6,11,410029.0,68400,1766
1767,Mount Road ATM,SUNDAY,NH,H,HHW,6,11,410029.0,25600,1767
1768,Mount Road ATM,MONDAY,NH,W,HWW,6,11,261643.0,248600,1768
1769,Mount Road ATM,TUESDAY,NH,W,WWW,1,12,261643.0,139700,1769
1770,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,12,261643.0,10000,1770
1771,Mount Road ATM,SATURDAY,NH,H,WHH,1,12,261643.0,20100,1771
1772,Mount Road ATM,MONDAY,NH,W,HWH,5,1,1800.0,11100,1772
1773,Mount Road ATM,WEDNESDAY,NH,W,HWW,6,1,1800.0,15700,1773
1774,Mount Road ATM,THURSDAY,NH,W,WWW,6,1,1800.0,12100,1774
1775,Mount Road ATM,FRIDAY,NH,W,WWH,6,1,1800.0,132300,1775
1776,Mount Road ATM,SATURDAY,NH,H,WHH,6,1,1800.0,205500,1776
1777,Mount Road ATM,SUNDAY,NH,H,HHW,7,1,1800.0,4500,1777
1778,Mount Road ATM,MONDAY,NH,W,HWW,1,2,63534.0,44200,1778
1779,Mount Road ATM,TUESDAY,NH,W,WWW,1,2,63534.0,13400,1779
1780,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,2,63534.0,81600,1780
1781,Mount Road ATM,THURSDAY,NH,W,WWW,1,2,63534.0,772100,1781
1782,Mount Road ATM,FRIDAY,NH,W,WWH,1,2,63534.0,668200,1782
1783,Mount Road ATM,SATURDAY,NH,H,WHH,2,2,63534.0,122200,1783
1784,Mount Road ATM,MONDAY,NH,W,HWW,2,2,283617.0,143000,1784
1785,Mount Road ATM,TUESDAY,NH,W,WWW,2,2,283617.0,699800,1785
1786,Mount Road ATM,THURSDAY,NH,W,WWW,3,2,283617.0,68100,1786
